GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
0,0,0,0,0,0,-,-,那罗站
34.5745213301,115.3119444492,34.5734390988,115.3177111986,34.579787,115.324141,河南省商丘市宁陵县S210,-,宁陵县站
42.8391282021,120.6709595042,42.8412640493,120.6764043885,42.847034,120.683019,内蒙古自治区通辽市奈曼旗黄花塔拉路,-,奈曼站
22.1609098949,107.0601139032,22.1582171207,107.0640835725,22.164318,107.070559,广西壮族自治区崇左市宁明县X553(花山路),-,宁明站
0,0,0,0,0,0,-,-,南木站
26.6296370557,118.2097631021,26.6262994372,118.214676909,26.632543,118.22111,福建省南平市延平区工业路,-,南平南站
22.4179959604,108.376546544,22.415268518,108.3806127729,22.421368,108.387079,广西壮族自治区南宁市良庆区,-,那铺站
0,0,0,0,0,0,-,-,南桥站
31.4447970416,91.9911364577,31.442389844,91.9922522567,31.448164,91.998844,西藏自治区那曲地区那曲县G109(京拉线),-,那曲站
0,0,0,0,0,0,-,-,暖泉站
0,0,0,0,0,0,-,-,南台站
0,0,0,0,0,0,-,-,南头站
0,0,0,0,0,0,-,-,宁武站
0,0,0,0,0,0,-,-,南湾子站
0,0,0,0,0,0,-,-,南翔北站
28.2929993763,112.5754307204,28.2894804979,112.5807683163,28.295551,112.587231,湖南省长沙市宁乡县车站路,-,宁乡站
33.0698415271,111.8600496562,33.0678365528,111.8659076007,33.073895,111.872369,河南省南阳市内乡县飞龙大道,-,内乡站
0,0,0,0,0,0,-,-,牛心台站
0,0,0,0,0,0,-,-,南峪站
37.9621926058,113.8741611624,37.9626916879,113.880405345,37.969021,113.886807,山西省阳泉市平定县S315,-,娘子关站
33.4417395899,112.7341808231,33.440123777,112.7402050645,33.4458,112.746789,河南省南阳市南召县S231,-,南召站
41.9632592971,124.4012931364,41.96572049,124.4073871153,41.97165,124.413899,辽宁省抚顺市新宾满族自治县新通路,-,南杂木站
0,0,0,0,0,0,-,-,蓬安站
0,0,0,0,0,0,-,-,平安站
0,0,0,0,0,0,-,-,平安驿站
29.0562338213,120.4390599447,29.0535563106,120.4435016828,29.059451,120.450042,浙江省金华市磐安县海螺街35号,-,磐安镇站
0,0,0,0,0,0,-,-,平安镇站
34.9902022568,109.6050653029,34.9892046286,109.6100917626,34.994881,109.616692,陕西省渭南市蒲城县,-,蒲城东站
34.9361924868,109.5544597151,34.9351633414,109.5595183613,34.941473,109.565919,陕西省渭南市蒲城县,-,蒲城站
45.6356022502,131.8985663373,45.637695425,131.9058726747,45.643759,131.912364,黑龙江省鸡西市密山市S309,-,裴德站
0,0,0,0,0,0,-,-,偏店站
33.8564380779,113.0406284453,33.8550704984,113.0469155432,33.86141,113.053359,河南省平顶山市宝丰县车站路225号,-,平顶山西站
36.1374208999,103.5128205785,36.1371955971,103.5152238378,36.142941,103.521812,甘肃省兰州市西固区G109(京拉线),-,坡底下站
0,0,0,0,0,0,-,-,瓢儿屯站
0,0,0,0,0,0,-,-,平房站
0,0,0,0,0,0,-,-,平岗站
0,0,0,0,0,0,-,-,平关站
25.8929505524,104.4995369909,25.8897897396,104.5018597839,25.895968,104.508289,贵州省六盘水市盘县S212,-,盘关站
23.3191588214,107.5618896865,23.3163607164,107.5658110761,23.32214,107.572371,广西壮族自治区百色市平果县龙江路,-,平果站
36.6192991895,114.0319300604,36.6195446044,114.0381957007,36.625463,114.044771,河北省邯郸市武安市S314,-,徘徊北站
0,0,0,0,0,0,-,-,平河口站
22.6949311625,114.1200929002,22.6922735882,114.1252051906,22.698606,114.131655,广东省深圳市龙岗区上大街133号,-,平湖站
41.333989198,121.8021444807,41.3360234277,121.8075035343,41.342378,121.813887,辽宁省盘锦市盘山县甜石线,-,盘锦北站
0,0,0,0,0,0,-,-,潘家店站
39.4161249171,121.9335879474,39.4171942342,121.9384856611,39.423471,121.944923,辽宁省大连市普兰店市兴中路,-,皮口南站
39.4003849138,121.9552701353,39.4014999814,121.9602161287,39.407267,121.966838,辽宁省大连市普兰店市南山路,-,普兰店站
0,0,0,0,0,0,-,-,偏岭站
0,0,0,0,0,0,-,-,平山站
0,0,0,0,0,0,-,-,彭山站
0,0,0,0,0,0,-,-,皮山站
42.9255279078,126.062627842,42.9280930939,126.0687969227,42.933855,126.075371,吉林省吉林市磐石市磐石大街,-,磐石站
0,0,0,0,0,0,-,-,平社站
29.3643915278,108.2312607162,29.3616332798,108.2355790727,29.367932,108.24197,重庆市彭水苗族土家族自治县长滩大桥,-,彭水站
0,0,0,0,0,0,-,-,平台站
0,0,0,0,0,0,-,-,平田站
0,0,0,0,0,0,-,-,莆田站
0,0,0,0,0,0,-,-,葡萄菁站
0,0,0,0,0,0,-,-,普湾站
0,0,0,0,0,0,-,-,平旺站
0,0,0,0,0,0,-,-,平型关站
0,0,0,0,0,0,-,-,普雄站
30.8108503627,103.9061264104,30.8081688531,103.9082131691,30.81434,103.914638,四川省成都市郫县成灌东路638号,-,郫县站
46.5966953632,123.5352084284,46.5984832886,123.5417637472,46.604123,123.548396,黑龙江省齐齐哈尔市泰来县G111(京加线),-,平洋站
0,0,0,0,0,0,-,-,彭阳站
37.2059841389,112.1619139211,37.2066421656,112.1684853332,37.212574,112.174993,山西省晋中市平遥县中都路14号,-,平遥站
35.5166956131,117.637720271,35.516368109,117.6434387406,35.522116,117.650024,山东省临沂市平邑县石都大道,-,平邑站
0,0,0,0,0,0,-,-,平原堡站
0,0,0,0,0,0,-,-,平原站
39.6600189199,115.5311767244,39.66112569,115.5373618984,39.667224,115.54381,北京市房山区X029(十大路),-,平峪站
29.8689178681,116.5383508812,29.8663035245,116.5432217728,29.872385,116.549685,江西省九江市彭泽县环城西路,-,彭泽站
34.3184476785,117.952997731,34.3170564959,117.9585069883,34.323411,117.964923,江苏省徐州市邳州市解放西路,-,邳州站
0,0,0,0,0,0,-,-,平庄站
0,0,0,0,0,0,-,-,泡子站
0,0,0,0,0,0,-,-,平庄南站
45.097820309,123.8729831587,45.0996794945,123.8791844259,45.105392,123.885767,吉林省松原市乾安县X118,-,乾安站
0,0,0,0,0,0,-,-,庆安站
0,0,0,0,0,0,-,-,迁安站
26.7823250722,112.119527736,26.7790732624,112.1251711038,26.784825,112.131744,湖南省衡阳市祁东县G322(衡友线),-,祁东北站
0,0,0,0,0,0,-,-,七甸站
35.5562685811,117.0629151628,35.5562685811,117.0688643024,35.562055,117.075478,山东省济宁市曲阜市一环路,-,曲阜东站
0,0,0,0,0,0,-,-,庆丰站
0,0,0,0,0,0,-,-,奇峰塔站
35.5835683045,117.0244813422,35.5835028609,117.0303017358,35.589416,117.036867,山东省济宁市曲阜市逵泉东路,-,曲阜站
0,0,0,0,0,0,-,-,琼海站
39.9637898457,119.5863809285,39.9649000197,119.5921637711,39.970664,119.598751,河北省秦皇岛市海港区北环路,-,秦皇岛站
0,0,0,0,0,0,-,-,千河站
0,0,0,0,0,0,-,-,清河站
0,0,0,0,0,0,-,-,清河门站
39.9912793066,116.321947694,39.9925657196,116.3280577661,39.998331,116.334688,北京市海淀区成府路158号,-,清华园站
32.0637245978,118.2766757636,32.061692599,118.2819919019,32.06762,118.28855,安徽省滁州市全椒县儒林路,-,全椒站
0,0,0,0,0,0,-,-,渠旧站
0,0,0,0,0,0,-,-,潜江站
0,0,0,0,0,0,-,-,秦家站
0,0,0,0,0,0,-,-,綦江站
0,0,0,0,0,0,-,-,祁家堡站
0,0,0,0,0,0,-,-,清涧县站
0,0,0,0,0,0,-,-,秦家庄站
0,0,0,0,0,0,-,-,七里河站
0,0,0,0,0,0,-,-,秦岭站
0,0,0,0,0,0,-,-,渠黎站
0,0,0,0,0,0,-,-,青龙站
0,0,0,0,0,0,-,-,青龙山站
29.8492755756,117.7245723186,29.8467630707,117.7298991857,29.853013,117.73633,安徽省黄山市祁门县S326,-,祁门站
37.7951330412,115.4865714721,37.7959130675,115.4926869087,37.801558,115.499275,河北省衡水市深州市S392,-,前磨头站
0,0,0,0,0,0,-,-,青山站
27.5093141736,103.9209933088,27.5057599914,103.9229566858,27.512073,103.929398,云南省昭通市彝良县Y025,-,彝良站
0,0,0,0,0,0,-,-,杨林站
43.4378040587,121.9633729551,43.4401060049,121.9688500259,43.445773,121.975503,内蒙古自治区通辽市科尔沁区G111(京加线),-,余粮堡站
39.1413551427,116.9960867297,39.1423287338,117.002186073,39.148694,117.008631,天津市西青区X447(青沙路),-,杨柳青站
0,0,0,0,0,0,-,-,月亮田站
0,0,0,0,0,0,-,-,义马站
0,0,0,0,0,0,-,-,玉门站
31.0238948132,113.732886144,31.0216561665,113.7387065376,31.027909,113.745137,湖北省孝感市云梦县南环路,-,云梦站
25.7415936538,101.8410645782,25.7383899094,101.842486149,25.744257,101.849019,云南省楚雄彝族自治州元谋县摩诃村委公路,-,元谋站
0,0,0,0,0,0,-,-,阳明堡站
40.3475447962,124.0918000264,40.349171897,124.0977277083,40.35544,124.104173,辽宁省丹东市凤城市兴民路,-,一面山站
35.4880144791,118.6142772349,35.4876650109,118.6196201953,35.493322,118.626219,山东省临沂市沂南县莒大线,-,沂南站
0,0,0,0,0,0,-,-,宜耐站
43.9545029579,81.5001192464,43.9556654356,81.5031608714,43.961755,81.509622,新疆维吾尔自治区伊犁哈萨克自治州伊宁县铁运大道,-,伊宁东站
0,0,0,0,0,0,-,-,营盘水站
0,0,0,0,0,0,-,-,羊堡站
38.1145452163,113.4314770582,38.1153471773,113.4384025219,38.121222,113.444925,山西省阳泉市盂县站前路,-,阳泉北站
28.087709008,120.8554383556,28.0843204572,120.8593865673,28.090431,120.86587,浙江省温州市乐清市站前路,-,乐清站
42.0747206311,86.5443331431,42.0759630501,86.5466505717,42.082059,86.553092,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县迎宾路,-,焉耆站
36.4194856925,118.0243372655,36.4197101593,118.0302917695,36.425498,118.036893,山东省淄博市博山区X007,-,源迁站
0,0,0,0,0,0,-,-,姚千户屯站
0,0,0,0,0,0,-,-,阳曲站
0,0,0,0,0,0,-,-,榆树沟站
0,0,0,0,0,0,-,-,月山站
0,0,0,0,0,0,-,-,玉石站
0,0,0,0,0,0,-,-,玉舍站
34.7295566204,112.7882217699,34.7284895731,112.794369393,34.734817,112.800781,河南省洛阳市偃师市迎宾路,-,偃师站
35.6441253202,118.721534683,35.6440337679,118.7270814912,35.649782,118.733678,山东省临沂市沂水县三蒲线,-,沂水站
37.0515236506,112.9632361402,37.0518704429,112.9696037044,37.057551,112.976219,山西省晋中市榆社县迎春南路147号,-,榆社站
0,0,0,0,0,0,-,-,窑上站
37.7588836869,114.538538522,37.7595028727,114.5444071953,37.765159,114.550984,河北省石家庄市元氏县蟠龙路,-,元氏站
0,0,0,0,0,0,-,-,杨树岭站
39.670036788,115.4475173636,39.6713581112,115.4539975806,39.677575,115.460398,河北省保定市涞水县南大街,-,野三坡站
0,0,0,0,0,0,-,-,榆树屯站
0,0,0,0,0,0,-,-,榆树台站
40.5487915008,117.6565523712,40.5500469259,117.6629092066,40.555729,117.669537,河北省承德市鹰手营子矿区桥南路19号,-,鹰手营子站
0,0,0,0,0,0,-,-,源潭站
0,0,0,0,0,0,-,-,牙屯堡站
43.2840286216,126.0247627018,43.2866022003,126.0308888672,43.292502,126.037434,吉林省吉林市磐石市G202(爱大线),-,烟筒山站
0,0,0,0,0,0,-,-,烟筒屯站
0,0,0,0,0,0,-,-,羊尾哨站
0,0,0,0,0,0,-,-,越西站
27.3430915111,113.4806993317,27.3398800126,113.4864017081,27.345787,113.492897,湖南省株洲市攸县G106(京广线),-,攸县站
29.0230540033,115.8104275181,29.0200802067,115.8154807999,29.026315,115.821906,江西省九江市永修县白莲路,-,永修站
0,0,0,0,0,0,-,-,玉溪西站
28.4139338383,117.4397362599,28.4108246888,117.4451543221,28.416731,117.451655,江西省上饶市弋阳县东站大道,-,弋阳站
30.0569183246,121.156440074,30.0545968419,121.160892541,30.060489,121.167423,浙江省宁波市余姚市北河沿路28-6号,-,余姚站
28.8116454931,108.9578056208,28.808345743,108.9621078841,28.814674,108.968545,重庆市酉阳土家族苗族自治县S409,-,酉阳站
29.3689007367,113.2022140935,29.366250015,113.2080666736,29.371983,113.214606,湖南省岳阳市岳阳楼区巴陵东路,-,岳阳东站
0,0,0,0,0,0,-,-,阳邑站
0,0,0,0,0,0,-,-,鸭园站
34.8003139,104.7781836912,34.7992039703,104.781171672,34.805309,104.78764,甘肃省天水市武山县G316(福兰线),-,鸳鸯镇站
0,0,0,0,0,0,-,-,燕子砭站
32.3158336568,119.1446111417,32.3139115015,119.1500667548,32.320259,119.156487,江苏省扬州市仪征市天达路,-,仪征站
24.4821308184,108.6234947481,24.4790454824,108.6273142137,24.485151,108.633807,广西壮族自治区河池市宜州市迎宾路,-,宜州站
35.555856509,116.835449119,35.5555946364,116.8409422831,35.561508,116.847485,山东省济宁市兖州市酒仙桥北路70,-,兖州站
0,0,0,0,0,0,-,-,迤资站
0,0,0,0,0,0,-,-,羊者窝站
40.71916016,119.1286947542,40.7208555471,119.1351481491,40.726981,119.141624,辽宁省朝阳市凌源市四百线,-,杨杖子站
0,0,0,0,0,0,-,-,镇安站
0,0,0,0,0,0,-,-,治安站
0,0,0,0,0,0,-,-,招柏站
40.9975402428,117.4755831107,40.9993296898,117.48227254,41.005646,117.488626,河北省承德市滦平县S257(张隆线),-,张百湾站
0,0,0,0,0,0,-,-,中川机场站
30.2741811304,111.5038181826,30.271600761,111.5095259234,30.277489,111.516055,湖北省宜昌市宜都市车站路,-,枝城站
0,0,0,0,0,0,-,-,子长站
36.0626452902,119.3843293689,36.0629011492,119.3901926778,36.069262,119.396598,山东省潍坊市诸城市站前街,-,诸城站
35.4013841848,116.952777871,35.4009731512,116.9582710351,35.406744,116.964867,山东省济宁市邹城市邾国街,-,邹城站
36.3813122555,111.692904846,36.3812820232,111.6992080372,36.38755,111.705656,山西省临汾市洪洞县南赵线,-,赵城站
41.9054545647,124.0714104851,41.9078861326,124.0775312861,41.914276,124.083939,辽宁省抚顺市抚顺县章党路3号,-,章党站
38.1620380313,114.5513917054,38.162556841,114.5572711076,38.16832,114.563838,河北省石家庄市正定县车站北大街76号,-,正定站
46.0747843716,125.9912658375,46.076723354,125.9977031391,46.08311,126.004082,黑龙江省绥化市肇东市一心南路,-,肇东站
25.414571774,103.3662062402,25.4117761393,103.3682715411,25.417592,103.374803,云南省曲靖市马龙县Y011,-,照福铺站
0,0,0,0,0,0,-,-,章古台站
48.0602170918,126.7255818511,48.0624435271,126.732163992,48.068684,126.73858,黑龙江省黑河市北安市通达路,-,赵光站
0,0,0,0,0,0,-,-,中和站
32.0089586504,118.769487204,32.0069344174,118.7747014183,32.013023,118.781161,江苏省南京市雨花台区应天大街357-2-临,-,中华门站
0,0,0,0,0,0,-,-,枝江北站
30.5513456432,114.2606869001,30.5488740394,114.2660942335,30.554955,114.272573,湖北省武汉市汉阳区鹦鹉大道31,-,钟家村站
0,0,0,0,0,0,-,-,朱家沟站
39.4469293011,115.1651593284,39.4481431566,115.1715376214,39.454247,115.177973,河北省保定市易县,-,紫荆关站
0,0,0,0,0,0,-,-,周家站
29.7296834587,120.180530012,29.7272890586,120.1851165894,29.732931,120.191678,浙江省绍兴市诸暨市越都路,-,诸暨站
32.1543145778,119.4187141627,32.152452614,119.4241644114,32.158536,119.430645,江苏省镇江市丹徒区站前路,-,镇江南站
0,0,0,0,0,0,-,-,周家屯站
0,0,0,0,0,0,-,-,褚家湾站
21.2184255515,110.2762507011,21.2159101794,110.2805797865,21.222236,110.28701,广东省湛江市麻章区X670,-,湛江西站
0,0,0,0,0,0,-,-,朱家窑站
0,0,0,0,0,0,-,-,曾家坪子站
37.1345628342,112.0662270692,37.1352043633,112.072846761,37.141553,112.079258,山西省晋中市介休市S221,-,张兰站
0,0,0,0,0,0,-,-,镇赉站
0,0,0,0,0,0,-,-,枣林站
44.6492797727,121.2330719295,44.6511764512,121.2389996113,44.656914,121.245618,内蒙古自治区通辽市扎鲁特旗,-,扎鲁特站
0,0,0,0,0,0,-,-,扎赉诺尔西站
22.9040819596,114.0626513824,22.9014630669,114.067779766,22.907142,114.074351,广东省东莞市东莞市隧道街,-,樟木头站
34.710377233,114.0257581014,34.7094248277,114.0318198938,34.715337,114.038389,河南省郑州市中牟县东风路,-,中牟站
37.4490929413,105.6983738856,37.4495528824,105.702472301,37.455777,105.708911,宁夏回族自治区中卫市中宁县中宁立交桥,-,中宁东站
0,0,0,0,0,0,-,-,中宁站
0,0,0,0,0,0,-,-,中宁南站
33.0551587807,112.2184618681,33.0533154352,112.224453923,33.059379,112.230928,河南省南阳市镇平县健康路,-,镇平站
0,0,0,0,0,0,-,-,漳平站
38.1785427802,77.3054538576,38.1784542147,77.308307728,38.184548,77.314785,新疆维吾尔自治区喀什地区泽普县G3012(吐和高速),-,泽普站
37.5040045204,115.7326229353,37.5047237605,115.7385774392,37.510403,115.745192,河北省衡水市枣强县人民东街,-,枣强站
0,0,0,0,0,0,-,-,张桥站
36.7217061855,117.4933326849,36.7220286805,117.4994052061,36.728091,117.50587,山东省济南市章丘市双泉路,-,章丘站
0,0,0,0,0,0,-,-,朱日和站
0,0,0,0,0,0,-,-,泽润里站
22.560719558,113.377070754,22.5580245973,113.3825424604,22.564277,113.389001,广东省中山市中山市北环路,-,中山北站
0,0,0,0,0,0,-,-,樟树东站
22.5464749117,113.4277517903,22.54378471,113.4332181323,22.54968,113.439727,广东省中山市中山市京珠高速,-,中山站
33.6407213032,109.1418255255,33.6392876848,109.1469324515,33.644969,109.153541,陕西省商洛市柞水县S102,-,柞水站
0,0,0,0,0,0,-,-,钟山站
0,0,0,0,0,0,-,-,樟树站
0,0,0,0,0,0,-,-,珠窝站
0,0,0,0,0,0,-,-,张维屯站
42.385032565,122.5233947715,42.3871604696,122.5286894521,42.393417,122.535107,辽宁省阜新市彰武县西环路,-,彰武站
0,0,0,0,0,0,-,-,棕溪站
31.1781575464,112.6108931853,31.1758076926,112.6164614513,31.181473,112.623044,湖北省荆门市钟祥市石城大道东路,-,钟祥站
0,0,0,0,0,0,-,-,资溪站
0,0,0,0,0,0,-,-,镇西站
0,0,0,0,0,0,-,-,张辛站
42.2792957516,115.0341308973,42.2814111666,115.0408417843,42.28738,115.047408,内蒙古自治区锡林郭勒盟正镶白旗阿拉腾嘎达苏南路,-,正镶白旗站
0,0,0,0,0,0,-,-,紫阳站
32.0726750255,112.755940869,32.0705432498,112.7618417288,32.076477,112.768385,湖北省襄阳市枣阳市车站路97号,-,枣阳站
32.2260283628,105.3343497824,32.2238501752,105.3379707646,32.229908,105.344454,四川省广元市青川县青剑公路,-,竹园坝站
0,0,0,0,0,0,-,-,张掖站
27.0379456725,108.4055877741,27.0347156777,108.4099275883,27.040404,108.416526,贵州省黔东南苗族侗族自治州镇远县S306,-,镇远站
0,0,0,0,0,0,-,-,朱杨溪站
24.567329654,117.7398054974,24.5644853448,117.7447193043,24.570579,117.751193,福建省漳州市龙文区S207,-,漳州东站
24.4600308239,117.7110796184,24.4571644911,117.7159612388,24.463515,117.722387,福建省漳州市龙海市七号路,-,漳州站
0,0,0,0,0,0,-,-,壮志站
37.6108531334,109.9478463769,37.6113333368,109.9531947017,37.617258,109.959748,陕西省榆林市子洲县G307(歧银线),-,子洲站
0,0,0,0,0,0,-,-,中寨站
39.4800543221,115.9781832245,39.481114284,115.984169915,39.48681,115.990812,河北省保定市涿州市迎宾路73号,-,涿州站
0,0,0,0,0,0,-,-,咋子站
40.9010455325,112.5551109899,40.9024160116,112.5617789615,40.908725,112.568137,内蒙古自治区乌兰察布市卓资县爱民西街,-,卓资山站
27.7941741102,113.0628023222,27.7910421921,113.0686119869,27.796946,113.075137,湖南省株洲市天元区炎帝大道,-,株洲西站
34.7450140912,113.4183616804,34.7441809389,113.4248955416,34.750237,113.431378,河南省郑州市荥阳市荥泽大道,-,郑州西站
44.0124114358,114.9690807935,44.0142903441,114.9757541295,44.020526,114.982183,内蒙古自治区锡林郭勒盟阿巴嘎旗别力古台南路,-,阿巴嘎旗站
0,0,0,0,0,0,-,-,阿尔山北站
0,0,0,0,0,0,-,-,安仁站
0,0,0,0,0,0,-,-,安顺西站
43.1109291293,128.8880111752,43.113290586,128.8942285357,43.119559,128.900665,吉林省延边朝鲜族自治州安图县龙安路,-,安图西站
36.0843121503,114.4474071243,36.0844465506,114.4534260013,36.090542,114.459864,河南省安阳市安阳县站前路,-,安阳东站
22.233476899,109.9882036233,22.2305820755,109.9925166154,22.23636,109.999102,广西壮族自治区玉林市博白县S21(资铁高速),-,博白站
24.4151813813,111.5333990036,24.4122115617,111.5385756669,24.417877,111.54514,广西壮族自治区贺州市八步区育才路27号,-,八步站
32.5142041626,120.8898809019,32.5120103363,120.8941402498,32.517662,120.90074,江苏省南通市如东县卫海路88号,-,栟茶站
38.863536029,115.5957024908,38.8641458935,115.6016301727,38.86989,115.608207,河北省保定市清苑县开泰街,-,保定东站
39.0859531047,116.087071498,39.0870691063,116.0932888585,39.092733,116.099897,河北省保定市雄县固雄线,-,白沟站
39.0807439314,117.605602649,39.0815268,117.6117019923,39.087768,117.618119,天津市滨海新区站前东路,-,滨海站
39.2351919975,117.7557938098,39.2362516038,117.7621184586,39.24199,117.768703,天津市滨海新区广场路二,-,滨海北站
34.3360025605,107.2264392736,34.334589562,107.2311385038,34.340357,107.237726,陕西省宝鸡市渭滨区和谐路,-,宝鸡南站
0,0,0,0,0,0,-,-,北井子站
0,0,0,0,0,0,-,-,白马井站
46.3114294446,132.1988273597,46.3135934168,132.2063697314,46.319529,132.212856,黑龙江省双鸭山市宝清县南环街,-,宝清站
29.5059219488,106.2202037439,29.5032188566,106.2239856586,29.509308,106.230439,重庆市璧山县黛山大道,-,璧山站
35.1810170859,109.6026275753,35.1802323378,109.6076701282,35.186004,109.614267,陕西省渭南市白水县东风街,-,白水县站
0,0,0,0,0,0,-,-,板塘站
41.480747868,123.6721687828,41.4828336706,123.677946261,41.488597,123.684534,辽宁省本溪市溪湖区S304(小小线),-,本溪新城站
35.0463453453,108.0997708763,35.045743622,108.1047544206,35.051968,108.11118,陕西省咸阳市彬县赵水公路,-,彬县站
23.2187477593,109.0877370498,23.2162581425,109.0921144149,23.222499,109.098573,广西壮族自治区南宁市宾阳县,-,宾阳站
0,0,0,0,0,0,-,-,白洋淀站
0,0,0,0,0,0,-,-,百宜站
0,0,0,0,0,0,-,-,白音华南站
0,0,0,0,0,0,-,-,巴中东站
37.4532104168,118.0121044473,37.4539812424,118.0181179599,37.459662,118.024766,山东省滨州市滨城区凤凰六路,-,滨州站
39.0916540704,116.3447681563,39.0927241146,116.3508353131,39.098505,116.357414,河北省廊坊市霸州市,-,霸州西站
35.2865725326,109.9344785051,35.285911273,109.9395854311,35.291999,109.946068,陕西省渭南市澄城县,-,澄城站
31.6242578284,117.9171831513,31.6221019213,117.92240273,31.628018,117.92893,安徽省合肥市巢湖市金巢大道,-,巢湖东站
25.9122733366,109.1100173208,25.9093205306,109.1145663473,25.915245,109.121087,贵州省黔东南苗族侗族自治州从江县G76(厦蓉高速),-,从江站
36.7901426495,99.0870890569,36.7903144901,99.0883175086,36.796181,99.09486,青海省海西蒙古族藏族自治州乌兰县G109(京拉线),-,茶卡站
31.7005314056,117.4778503488,31.6986235895,117.4834668945,31.70495,117.489881,安徽省合肥市肥东县站前支路,-,长临河站
0,0,0,0,0,0,-,-,茶陵南站
22.9648914396,114.0361633101,22.9622539507,114.0412648716,22.968027,114.047844,广东省东莞市东莞市东站路,-,常平东站
0,0,0,0,0,0,-,-,长庆桥站
29.8824804649,107.0708771227,29.880006175,107.0753188608,29.885936,107.081857,重庆市长寿区站前大道,-,长寿北站
29.9681695549,107.2002322248,29.9655857192,107.2046417765,29.971351,107.211176,重庆市长寿区S407,-,长寿湖站
23.5418822685,116.583259745,23.5391478326,116.5875995592,23.54481,116.594191,广东省潮州市潮安县X078,-,潮汕站
25.7696086658,116.3522837367,25.7667680579,116.3571009841,25.772528,116.363653,福建省龙岩市长汀县G319(厦成线),-,长汀南站
35.2729867866,107.817364992,35.2723648632,107.8221446885,35.278038,107.828725,陕西省咸阳市长武县,-,长武站
31.0440557296,119.9694039234,31.0418267449,119.9740656027,31.047921,119.980542,浙江省湖州市长兴县站前大道,-,长兴站
31.7641955723,105.9075299263,31.761846803,105.9111455441,31.767596,105.917699,四川省广元市苍溪县,-,苍溪站
0,0,0,0,0,0,-,-,长阳站
23.3834736576,116.4173966585,23.3810807707,116.4221012531,23.387175,116.428577,广东省汕头市潮阳区谷金路,-,潮阳站
39.507747806,122.4932972695,39.5090846001,122.4983827378,39.515181,122.50486,辽宁省大连市普兰店市,-,城子坦站
26.3812179336,111.3322758353,26.3779162986,111.3376938975,26.384018,111.344171,湖南省永州市东安县,-,东安东站
23.3482740814,106.6246340254,23.345442132,106.6280189732,23.351127,106.634588,广西壮族自治区百色市德保县S210,-,德保站
40.0410258389,119.841491084,40.042220958,119.8471880959,40.048133,119.85369,辽宁省葫芦岛市绥中县,-,东戴河站
0,0,0,0,0,0,-,-,丹东西站
0,0,0,0,0,0,-,-,东二道河站
0,0,0,0,0,0,-,-,大丰站
0,0,0,0,0,0,-,-,大方南站
0,0,0,0,0,0,-,-,东港北站
0,0,0,0,0,0,-,-,大孤山站
23.0907774491,113.8542977224,23.087949851,113.8592705379,23.094185,113.865732,广东省东莞市东莞市大坑路,-,东莞站
23.2160416368,112.6549991749,23.2132710109,112.6600417278,23.219521,112.666512,广东省肇庆市鼎湖区,-,鼎湖东站
0,0,0,0,0,0,-,-,鼎湖山站
30.3100398452,107.3737143372,30.3075760466,107.3783545588,30.313655,107.384834,重庆市垫江县文毕路,-,垫江站
28.1045355888,113.0088494952,28.1012091829,113.0144982274,28.107331,113.021021,湖南省长沙市雨花区中意一路705号,-,洞井站
0,0,0,0,0,0,-,-,大苴站
34.8349675487,109.921585172,34.8338006437,109.9266223605,34.840126,109.93305,陕西省渭南市大荔县G108,-,大荔站
42.8223684731,122.1821164788,42.8247332194,122.1876901091,42.83081,122.194138,内蒙古自治区通辽市科尔沁左翼后旗,-,大青沟站
30.5469357164,120.0560890602,30.5446904865,120.060911672,30.550349,120.067506,浙江省湖州市德清县S304,-,德清站
34.3883359273,116.2997365747,34.3871318338,116.305181459,34.39322,116.311669,安徽省宿州市砀山县站前路,-,砀山南站
0,0,0,0,0,0,-,-,大石头南站
31.5634738394,118.5210774961,31.5614628019,118.5262112442,31.567362,118.532737,安徽省马鞍山市当涂县黄池路,-,当涂东站
36.9657240505,101.6720577957,36.965784061,101.6739246132,36.971761,101.680438,青海省西宁市大通回族土族自治县多林路,-,大通西站
0,0,0,0,0,0,-,-,大旺站
0,0,0,0,0,0,-,-,德兴站
24.9577739651,113.7997531275,24.9548899379,113.8050102572,24.960637,113.811558,广东省韶关市仁化县G106(京广线),-,丹霞山站
30.1235653854,114.9950954173,30.1210228384,115.0003203605,30.126793,115.006922,湖北省黄石市大冶市高铁大道,-,大冶北站
26.170724241,107.5819746247,26.1672336701,107.5860247603,26.172915,107.592603,贵州省黔南布依族苗族自治州都匀市Y016(小马公路),-,都匀东站
37.3562017504,118.5424263454,37.3568371454,118.548080442,37.363095,118.554507,山东省东营市东营区,-,东营南站
0,0,0,0,0,0,-,-,大余站
38.5085746903,115.0704752793,38.5093806354,115.0767784705,38.515732,115.083175,河北省保定市定州市,-,定州东站
23.113063481,112.508193555,23.1103647899,112.5133273031,23.11611,112.519853,广东省肇庆市端州区G321(肇庆大道),-,端州站
29.4235342531,105.7419778328,29.4207636152,105.7456095438,29.426868,105.752103,重庆市大足区G85(渝昆高速),-,大足南站
